"original","protocol","sip","sport","dip","dport"
"TCP 213.184.19.154:12413->25.0.18.186:80","TCP","213.184.19.154","12413","25.0.18.186","80"
"TCP 122.52.253.242:60386->25.0.18.224:80","TCP","122.52.253.242","60386","25.0.18.224","80"
"TCP 122.52.241.202:4581->25.0.17.136:80","TCP","122.52.241.202","4581","25.0.17.136","80"
"TCP 80.66.17.47:42610->25.0.18.96:80","TCP","80.66.17.47","42610","25.0.18.96","80"
"TCP 122.52.231.206:26608->25.0.18.85:80","TCP","122.52.231.206","26608","25.0.18.85","80"
"TCP 122.52.228.28:50776->25.0.18.64:80","TCP","122.52.228.28","50776","25.0.18.64","80"
"TCP 12.166.7.35:47522->25.0.18.30:80","TCP","12.166.7.35","47522","25.0.18.30","80"
"TCP 122.52.235.164:34784->25.0.19.91:80","TCP","122.52.235.164","34784","25.0.19.91","80"
"TCP 12.166.7.236:8255->25.0.19.105:80","TCP","12.166.7.236","8255","25.0.19.105","80"
"TCP 12.166.7.83:47072->25.0.18.193:80","TCP","12.166.7.83","47072","25.0.18.193","80"
"TCP 213.184.22.149:62823->25.0.17.230:80","TCP","213.184.22.149","62823","25.0.17.230","80"
"TCP 213.184.21.156:36792->25.0.19.111:80","TCP","213.184.21.156","36792","25.0.19.111","80"
"TCP 12.166.7.239:32645->25.0.18.13:80","TCP","12.166.7.239","32645","25.0.18.13","80"
"TCP 80.66.16.125:32423->25.0.18.160:80","TCP","80.66.16.125","32423","25.0.18.160","80"
"TCP 122.52.237.85:47756->25.0.18.99:80","TCP","122.52.237.85","47756","25.0.18.99","80"
"TCP 122.52.244.85:64590->25.0.19.25:80","TCP","122.52.244.85","64590","25.0.19.25","80"
"TCP 213.184.22.102:45946->25.0.18.161:80","TCP","213.184.22.102","45946","25.0.18.161","80"
"TCP 12.166.6.239:45344->25.0.17.176:80","TCP","12.166.6.239","45344","25.0.17.176","80"
"TCP 213.184.21.249:11299->25.0.19.37:80","TCP","213.184.21.249","11299","25.0.19.37","80"
"TCP 80.66.15.120:31253->25.0.19.110:80","TCP","80.66.15.120","31253","25.0.19.110","80"
"TCP 213.184.19.248:47806->25.0.18.253:80","TCP","213.184.19.248","47806","25.0.18.253","80"
"TCP 12.166.7.162:51040->25.0.18.160:80","TCP","12.166.7.162","51040","25.0.18.160","80"
"TCP 122.52.254.113:23245->25.0.19.52:80","TCP","122.52.254.113","23245","25.0.19.52","80"
"TCP 80.66.14.173:40701->25.0.17.204:80","TCP","80.66.14.173","40701","25.0.17.204","80"
"TCP 122.52.233.8:6238->25.0.19.104:80","TCP","122.52.233.8","6238","25.0.19.104","80"
"TCP 122.52.237.227:32473->25.0.17.204:80","TCP","122.52.237.227","32473","25.0.17.204","80"
"TCP 80.66.18.45:7181->25.0.18.181:80","TCP","80.66.18.45","7181","25.0.18.181","80"
"TCP 213.184.20.247:2363->25.0.17.151:80","TCP","213.184.20.247","2363","25.0.17.151","80"
"TCP 12.166.7.101:51550->25.0.19.65:80","TCP","12.166.7.101","51550","25.0.19.65","80"
"TCP 122.52.229.203:61925->25.0.18.208:80","TCP","122.52.229.203","61925","25.0.18.208","80"
"TCP 80.66.15.73:54995->25.0.18.130:80","TCP","80.66.15.73","54995","25.0.18.130","80"
"TCP 122.52.255.69:60554->25.0.18.200:80","TCP","122.52.255.69","60554","25.0.18.200","80"
"TCP 12.166.7.67:16888->25.0.18.89:80","TCP","12.166.7.67","16888","25.0.18.89","80"
"TCP 80.66.16.234:36981->25.0.19.2:80","TCP","80.66.16.234","36981","25.0.19.2","80"
"TCP 12.166.7.170:10048->25.0.18.5:80","TCP","12.166.7.170","10048","25.0.18.5","80"
"TCP 213.184.22.98:53833->25.0.18.99:80","TCP","213.184.22.98","53833","25.0.18.99","80"
"TCP 80.66.18.126:13930->25.0.18.54:80","TCP","80.66.18.126","13930","25.0.18.54","80"
"TCP 213.184.20.220:47669->25.0.18.145:80","TCP","213.184.20.220","47669","25.0.18.145","80"
"TCP 80.66.15.98:65490->25.0.19.53:80","TCP","80.66.15.98","65490","25.0.19.53","80"
"TCP 12.166.7.89:2846->25.0.17.154:80","TCP","12.166.7.89","2846","25.0.17.154","80"
"TCP 80.66.14.178:49492->25.0.17.251:80","TCP","80.66.14.178","49492","25.0.17.251","80"
"TCP 122.52.235.230:35904->25.0.17.146:80","TCP","122.52.235.230","35904","25.0.17.146","80"
"TCP 80.66.19.88:32483->25.0.18.86:80","TCP","80.66.19.88","32483","25.0.18.86","80"
"TCP 80.66.15.180:26146->25.0.17.209:80","TCP","80.66.15.180","26146","25.0.17.209","80"
"TCP 12.166.7.97:44448->25.0.18.113:80","TCP","12.166.7.97","44448","25.0.18.113","80"
"TCP 122.52.232.240:51210->25.0.19.31:80","TCP","122.52.232.240","51210","25.0.19.31","80"
"TCP 80.66.16.40:15189->25.0.17.142:80","TCP","80.66.16.40","15189","25.0.17.142","80"
"TCP 80.66.17.190:27247->25.0.17.155:80","TCP","80.66.17.190","27247","25.0.17.155","80"
"TCP 213.184.22.23:52871->25.0.18.132:80","TCP","213.184.22.23","52871","25.0.18.132","80"
"TCP 80.66.17.248:40155->25.0.18.122:80","TCP","80.66.17.248","40155","25.0.18.122","80"
"TCP 122.52.253.152:48401->25.0.17.217:80","TCP","122.52.253.152","48401","25.0.17.217","80"
"TCP 80.66.15.48:20272->25.0.17.151:80","TCP","80.66.15.48","20272","25.0.17.151","80"
"TCP 122.52.237.31:20490->25.0.18.13:80","TCP","122.52.237.31","20490","25.0.18.13","80"
"TCP 213.184.22.152:15559->25.0.19.1:80","TCP","213.184.22.152","15559","25.0.19.1","80"
"TCP 213.184.18.216:58506->25.0.17.197:80","TCP","213.184.18.216","58506","25.0.17.197","80"
"TCP 12.166.6.232:50732->25.0.18.52:80","TCP","12.166.6.232","50732","25.0.18.52","80"
"TCP 12.166.6.226:38582->25.0.17.176:80","TCP","12.166.6.226","38582","25.0.17.176","80"
"TCP 213.184.20.11:27508->25.0.18.208:80","TCP","213.184.20.11","27508","25.0.18.208","80"
"TCP 80.66.17.67:55186->25.0.19.85:80","TCP","80.66.17.67","55186","25.0.19.85","80"
"TCP 80.66.19.33:13952->25.0.17.189:80","TCP","80.66.19.33","13952","25.0.17.189","80"
"TCP 213.184.22.17:65329->25.0.17.220:80","TCP","213.184.22.17","65329","25.0.17.220","80"
"TCP 122.52.239.71:35541->25.0.17.157:80","TCP","122.52.239.71","35541","25.0.17.157","80"
"TCP 122.52.236.9:36286->25.0.17.118:80","TCP","122.52.236.9","36286","25.0.17.118","80"
"TCP 122.52.255.0:32048->25.0.19.60:80","TCP","122.52.255.0","32048","25.0.19.60","80"
"TCP 80.66.16.123:33140->25.0.19.6:80","TCP","80.66.16.123","33140","25.0.19.6","80"
"TCP 122.52.228.129:34522->25.0.18.177:80","TCP","122.52.228.129","34522","25.0.18.177","80"
"TCP 12.166.7.0:53183->25.0.19.98:80","TCP","12.166.7.0","53183","25.0.19.98","80"
"TCP 213.184.20.149:51846->25.0.19.80:80","TCP","213.184.20.149","51846","25.0.19.80","80"
"TCP 80.66.15.140:55589->25.0.19.121:80","TCP","80.66.15.140","55589","25.0.19.121","80"
"TCP 12.166.6.207:19184->25.0.19.30:80","TCP","12.166.6.207","19184","25.0.19.30","80"
"TCP 122.52.241.33:55860->25.0.17.161:80","TCP","122.52.241.33","55860","25.0.17.161","80"
"TCP 122.52.242.142:5889->25.0.18.235:80","TCP","122.52.242.142","5889","25.0.18.235","80"
"TCP 122.52.255.230:24912->25.0.19.120:80","TCP","122.52.255.230","24912","25.0.19.120","80"
"TCP 213.184.19.174:44868->25.0.17.111:80","TCP","213.184.19.174","44868","25.0.17.111","80"
"TCP 80.66.14.214:7326->25.0.18.29:80","TCP","80.66.14.214","7326","25.0.18.29","80"
"TCP 80.66.17.12:6158->25.0.18.247:80","TCP","80.66.17.12","6158","25.0.18.247","80"
"TCP 122.52.240.67:41071->25.0.18.89:80","TCP","122.52.240.67","41071","25.0.18.89","80"
"TCP 12.166.7.107:60156->25.0.18.207:80","TCP","12.166.7.107","60156","25.0.18.207","80"
"TCP 122.52.239.156:8265->25.0.17.148:80","TCP","122.52.239.156","8265","25.0.17.148","80"
"TCP 12.166.7.102:42474->25.0.19.63:80","TCP","12.166.7.102","42474","25.0.19.63","80"
"TCP 80.66.17.27:27580->25.0.17.137:80","TCP","80.66.17.27","27580","25.0.17.137","80"
"TCP 12.166.7.168:40643->25.0.18.107:80","TCP","12.166.7.168","40643","25.0.18.107","80"
"TCP 12.166.6.178:36478->25.0.19.18:80","TCP","12.166.6.178","36478","25.0.19.18","80"
"TCP 122.52.237.135:46764->25.0.17.223:80","TCP","122.52.237.135","46764","25.0.17.223","80"
"TCP 12.166.7.83:46843->25.0.17.175:21","TCP","12.166.7.83","46843","25.0.17.175","21"
"TCP 213.184.19.245:9701->25.0.18.172:80","TCP","213.184.19.245","9701","25.0.18.172","80"
"TCP 12.166.6.205:41343->25.0.18.210:80","TCP","12.166.6.205","41343","25.0.18.210","80"
"TCP 213.184.22.67:46844->25.0.18.81:80","TCP","213.184.22.67","46844","25.0.18.81","80"
"TCP 122.52.248.121:57296->25.0.18.6:80","TCP","122.52.248.121","57296","25.0.18.6","80"
"TCP 80.66.18.46:1079->25.0.19.91:80","TCP","80.66.18.46","1079","25.0.19.91","80"
"TCP 213.184.19.102:24264->25.0.19.7:80","TCP","213.184.19.102","24264","25.0.19.7","80"
"TCP 12.166.7.83:62000->25.0.18.204:80","TCP","12.166.7.83","62000","25.0.18.204","80"
"TCP 122.52.228.205:45492->25.0.19.8:80","TCP","122.52.228.205","45492","25.0.19.8","80"
"TCP 122.52.228.205:14095->25.0.19.8:80","TCP","122.52.228.205","14095","25.0.19.8","80"
"TCP 80.66.16.221:7709->25.0.19.54:80","TCP","80.66.16.221","7709","25.0.19.54","80"
"TCP 213.184.21.72:23450->25.0.17.201:80","TCP","213.184.21.72","23450","25.0.17.201","80"
"TCP 122.52.232.140:3737->25.0.17.172:80","TCP","122.52.232.140","3737","25.0.17.172","80"
"TCP 12.166.6.209:51316->25.0.18.149:80","TCP","12.166.6.209","51316","25.0.18.149","80"
"TCP 80.66.17.90:6198->25.0.19.115:80","TCP","80.66.17.90","6198","25.0.19.115","80"
"TCP 12.166.7.64:41139->25.0.18.8:80","TCP","12.166.7.64","41139","25.0.18.8","80"
"TCP 80.66.15.173:43394->25.0.18.200:80","TCP","80.66.15.173","43394","25.0.18.200","80"
"TCP 80.66.19.35:49931->25.0.18.70:80","TCP","80.66.19.35","49931","25.0.18.70","80"
"TCP 12.166.6.228:23435->25.0.18.111:80","TCP","12.166.6.228","23435","25.0.18.111","80"
"TCP 122.52.232.131:59132->25.0.17.198:80","TCP","122.52.232.131","59132","25.0.17.198","80"
"TCP 12.166.7.245:49894->25.0.18.211:80","TCP","12.166.7.245","49894","25.0.18.211","80"
"TCP 80.66.16.23:3592->25.0.17.208:80","TCP","80.66.16.23","3592","25.0.17.208","80"
"TCP 213.184.23.102:23055->25.0.18.252:80","TCP","213.184.23.102","23055","25.0.18.252","80"
"TCP 12.166.8.16:20414->25.0.19.56:80","TCP","12.166.8.16","20414","25.0.19.56","80"
"TCP 122.52.231.218:61864->25.0.18.250:80","TCP","122.52.231.218","61864","25.0.18.250","80"
"TCP 12.166.8.35:16722->25.0.17.194:80","TCP","12.166.8.35","16722","25.0.17.194","80"
"TCP 12.166.6.177:12466->25.0.17.223:80","TCP","12.166.6.177","12466","25.0.17.223","80"
"TCP 12.166.8.16:16181->25.0.17.239:80","TCP","12.166.8.16","16181","25.0.17.239","80"
"TCP 80.66.19.90:49395->25.0.18.22:80","TCP","80.66.19.90","49395","25.0.18.22","80"
"TCP 122.52.239.106:41442->25.0.18.225:80","TCP","122.52.239.106","41442","25.0.18.225","80"
"TCP 80.66.15.79:20282->25.0.19.34:80","TCP","80.66.15.79","20282","25.0.19.34","80"
"TCP 80.66.15.50:49753->25.0.17.155:80","TCP","80.66.15.50","49753","25.0.17.155","80"
"TCP 122.52.253.97:33117->25.0.18.5:80","TCP","122.52.253.97","33117","25.0.18.5","80"
"TCP 122.52.254.81:40651->25.0.17.108:80","TCP","122.52.254.81","40651","25.0.17.108","80"
"TCP 12.166.7.202:44549->25.0.17.240:25","TCP","12.166.7.202","44549","25.0.17.240","25"
"TCP 12.166.7.227:63660->25.0.17.195:25","TCP","12.166.7.227","63660","25.0.17.195","25"
"TCP 122.52.244.102:53129->25.0.18.247:631","TCP","122.52.244.102","53129","25.0.18.247","631"
"TCP 80.66.16.81:62464->25.0.18.186:631","TCP","80.66.16.81","62464","25.0.18.186","631"
"TCP 80.66.15.28:32263->25.0.18.100:445","TCP","80.66.15.28","32263","25.0.18.100","445"
"TCP 122.52.237.19:1041->25.0.19.15:445","TCP","122.52.237.19","1041","25.0.19.15","445"
"UDP 122.52.245.171:4090->25.0.18.31:67","UDP","122.52.245.171","4090","25.0.18.31","67"
"UDP 122.52.255.69:55587->25.0.18.31:67","UDP","122.52.255.69","55587","25.0.18.31","67"
"UDP 213.184.22.94:16852->25.0.19.81:53","UDP","213.184.22.94","16852","25.0.19.81","53"
"TCP 80.66.16.125:16622->25.0.19.125:53","TCP","80.66.16.125","16622","25.0.19.125","53"
"UDP 213.184.22.129:10009->25.0.18.241:53","UDP","213.184.22.129","10009","25.0.18.241","53"
"TCP 12.166.7.39:9996->25.0.19.21:53","TCP","12.166.7.39","9996","25.0.19.21","53"
"UDP 80.66.16.192:62779->25.0.18.106:53","UDP","80.66.16.192","62779","25.0.18.106","53"
"UDP 12.166.7.123:24836->25.0.17.210:53","UDP","12.166.7.123","24836","25.0.17.210","53"
"UDP 213.184.19.118:16805->25.0.18.27:53","UDP","213.184.19.118","16805","25.0.18.27","53"
"UDP 12.166.6.233:19047->25.0.18.184:53","UDP","12.166.6.233","19047","25.0.18.184","53"
"UDP 122.52.230.166:21367->25.0.17.99:53","UDP","122.52.230.166","21367","25.0.17.99","53"
"TCP 213.184.21.97:28505->25.0.18.39:53","TCP","213.184.21.97","28505","25.0.18.39","53"
"UDP 122.52.253.227:26776->25.0.18.196:53","UDP","122.52.253.227","26776","25.0.18.196","53"
"UDP 12.166.7.3:43654->25.0.19.96:53","UDP","12.166.7.3","43654","25.0.19.96","53"
"UDP 213.184.21.118:28731->25.0.17.138:53","UDP","213.184.21.118","28731","25.0.17.138","53"
"TCP 213.184.21.88:23520->25.0.19.68:53","TCP","213.184.21.88","23520","25.0.19.68","53"
"UDP 80.66.18.145:53->25.0.18.0:21133","UDP","80.66.18.145","53","25.0.18.0","21133"
"IP 80.66.18.145:0->25.0.18.0:0","IP","80.66.18.145","0","25.0.18.0","0"
"RAW 122.52.250.19:0->25.0.18.95:0","RAW","122.52.250.19","0","25.0.18.95","0"
"UDP 122.52.250.19:53->25.0.18.95:53","UDP","122.52.250.19","53","25.0.18.95","53"
"UDP 12.166.7.201:53->25.0.19.65:53","UDP","12.166.7.201","53","25.0.19.65","53"
"UDP 213.184.22.224:26650->25.0.19.108:53","UDP","213.184.22.224","26650","25.0.19.108","53"
"UDP 80.66.15.14:36255->25.0.18.200:53","UDP","80.66.15.14","36255","25.0.18.200","53"
"UDP 12.166.7.142:58287->25.0.18.14:53","UDP","12.166.7.142","58287","25.0.18.14","53"
"UDP 80.66.15.145:36334->25.0.17.253:53","UDP","80.66.15.145","36334","25.0.17.253","53"
"UDP 12.166.7.68:46038->25.0.18.102:53","UDP","12.166.7.68","46038","25.0.18.102","53"
"UDP 122.52.241.227:58729->25.0.18.145:53","UDP","122.52.241.227","58729","25.0.18.145","53"
"UDP 12.166.7.24:28664->25.0.17.250:53","UDP","12.166.7.24","28664","25.0.17.250","53"
"UDP 122.52.247.121:58503->25.0.19.16:53","UDP","122.52.247.121","58503","25.0.19.16","53"
"UDP 80.66.16.139:55933->25.0.18.12:53","UDP","80.66.16.139","55933","25.0.18.12","53"
"TCP 213.184.19.194:48513->25.0.19.42:53","TCP","213.184.19.194","48513","25.0.19.42","53"
"TCP 80.66.19.115:46650->25.0.19.121:53","TCP","80.66.19.115","46650","25.0.19.121","53"
"UDP 80.66.15.173:6184->25.0.17.194:53","UDP","80.66.15.173","6184","25.0.17.194","53"
"UDP 122.52.229.244:16944->25.0.18.14:53","UDP","122.52.229.244","16944","25.0.18.14","53"
"UDP 122.52.238.138:53660->25.0.18.71:53","UDP","122.52.238.138","53660","25.0.18.71","53"
"UDP 12.166.7.198:33326->25.0.19.109:53","UDP","12.166.7.198","33326","25.0.19.109","53"
"UDP 122.52.243.12:39248->25.0.17.138:53","UDP","122.52.243.12","39248","25.0.17.138","53"
"UDP 213.184.21.108:31912->25.0.18.191:53","UDP","213.184.21.108","31912","25.0.18.191","53"
"UDP 213.184.23.20:52383->25.0.17.202:53","UDP","213.184.23.20","52383","25.0.17.202","53"
"UDP 80.66.17.68:53558->25.0.19.117:53","UDP","80.66.17.68","53558","25.0.19.117","53"
"UDP 213.184.21.158:42786->25.0.18.53:53","UDP","213.184.21.158","42786","25.0.18.53","53"
"UDP 122.52.232.216:53->25.0.18.226:45178","UDP","122.52.232.216","53","25.0.18.226","45178"
"UDP 122.52.232.216:53->25.0.18.226:37085","UDP","122.52.232.216","53","25.0.18.226","37085"
"IP 122.52.232.216:0->25.0.18.226:0","IP","122.52.232.216","0","25.0.18.226","0"
"TCP 122.52.238.211:10510->25.0.18.110:53","TCP","122.52.238.211","10510","25.0.18.110","53"
"UDP 12.166.7.154:56486->25.0.19.22:53","UDP","12.166.7.154","56486","25.0.19.22","53"
"UDP 80.66.16.49:53->25.0.17.100:53","UDP","80.66.16.49","53","25.0.17.100","53"
"RAW 213.184.19.162:0->25.0.19.117:0","RAW","213.184.19.162","0","25.0.19.117","0"
"UDP 213.184.19.162:53->25.0.19.117:53","UDP","213.184.19.162","53","25.0.19.117","53"
"UDP 12.166.7.57:5261->25.0.18.116:53","UDP","12.166.7.57","5261","25.0.18.116","53"
"UDP 122.52.235.143:32499->25.0.19.66:53","UDP","122.52.235.143","32499","25.0.19.66","53"
"UDP 122.52.237.48:14820->25.0.17.175:53","UDP","122.52.237.48","14820","25.0.17.175","53"
"UDP 80.66.17.127:15873->25.0.18.101:53","UDP","80.66.17.127","15873","25.0.18.101","53"
"UDP 122.52.240.134:10808->25.0.18.255:53","UDP","122.52.240.134","10808","25.0.18.255","53"
"UDP 213.184.19.185:56402->25.0.19.33:53","UDP","213.184.19.185","56402","25.0.19.33","53"
"IP 12.166.7.196:0->25.0.18.150:0","IP","12.166.7.196","0","25.0.18.150","0"
"IP 122.52.246.121:0->25.0.18.179:0","IP","122.52.246.121","0","25.0.18.179","0"
"TCP 122.52.229.86:59728->25.0.19.2:80","TCP","122.52.229.86","59728","25.0.19.2","80"
"TCP 80.66.14.241:1526->25.0.18.250:80","TCP","80.66.14.241","1526","25.0.18.250","80"
"TCP 213.184.19.215:7127->25.0.18.183:80","TCP","213.184.19.215","7127","25.0.18.183","80"
"TCP 12.166.7.123:18971->25.0.19.0:80","TCP","12.166.7.123","18971","25.0.19.0","80"
"TCP 12.166.7.188:53672->25.0.17.231:80","TCP","12.166.7.188","53672","25.0.17.231","80"
"TCP 12.166.7.43:62723->25.0.18.203:80","TCP","12.166.7.43","62723","25.0.18.203","80"
"TCP 80.66.18.27:62847->25.0.19.4:80","TCP","80.66.18.27","62847","25.0.19.4","80"
"TCP 213.184.19.1:46827->25.0.17.202:80","TCP","213.184.19.1","46827","25.0.17.202","80"
"TCP 80.66.15.221:1512->25.0.18.5:80","TCP","80.66.15.221","1512","25.0.18.5","80"
"TCP 12.166.7.129:40722->25.0.17.200:80","TCP","12.166.7.129","40722","25.0.17.200","80"
"TCP 122.52.234.173:7826->25.0.18.76:80","TCP","122.52.234.173","7826","25.0.18.76","80"
"TCP 122.52.243.192:50068->25.0.18.181:80","TCP","122.52.243.192","50068","25.0.18.181","80"
